node	file	split	source	url	licence	licence_receipt	parent	title	sha256	bytes	band	role	src1	src2	cut_end	cut_k	cut_span	share	glue_order	paras	runes
kyiv-ukrainian	excerpt-074.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B9%D1%80%D0%BE%D0%B1%D1%96	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q3870.md	Найробі	7074b9d42468fab4015d03f46fe5394d5a176b56d1192b50ff7091278cbdf82a	3507	m	keep	excerpt-074.txt							4	1826
kyiv-ukrainian	excerpt-075.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11978.md	Травлення	8d74595f57019e0ec8dca238991b6417d999e5418ffde8faa5a9c0023376f132	5328	l	receiver	excerpt-075.txt	excerpt-032.txt	tail	2	6-7	0.3005	receiver	9	2806
kyiv-ukrainian	excerpt-076.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11978.md	Травлення	1dec6ffef71a8d802ef4a17500315f57bf8793ffba17ce7c9a565611abf004f0	5731	l	receiver	excerpt-076.txt	excerpt-090.txt	tail	1	4-4	0.3620	remainder	8	3008
kyiv-ukrainian	excerpt-077.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B0%D0%BB%D0%B0%D1%86_(%D0%9F%D1%83%D1%88%D0%BA%D1%96%D0%BD)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q2854543.md	Катерининський палац (Пушкін)	4df5fa30573406fbcc548f01eb937dad10460f55be4613810cb520b44c1c078f	4678	m	keep	excerpt-077.txt							4	2453
kyiv-ukrainian	excerpt-078.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B0%D0%BB%D0%B0%D1%86_(%D0%9F%D1%83%D1%88%D0%BA%D1%96%D0%BD)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q2854543.md	Катерининський палац (Пушкін)	f6db06f0920693349774cc9f1b3b313fe2a5841d369a2335b241b79cdaffbbf9	3292	m	keep	excerpt-078.txt							3	1731
kyiv-ukrainian	excerpt-079.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%B4%D0%B8	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12223.md	Курди	c3caef7e7aff9c030101f8b0da27dfd8c56ff2f5db979fe9d7251c047a62dd9d	3714	m	keep	excerpt-079.txt							8	1953
kyiv-ukrainian	excerpt-080.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%B4%D0%B8	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12223.md	Курди	56a505edb16e6130a3ca768e591835843a98291c3d2b31feae0c29ed9f84ca24	3465	m	keep	excerpt-080.txt							3	1829
kyiv-ukrainian	excerpt-081.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%94%D0%B8%D0%BD%D0%BE%D0%B7%D0%B0%D0%B2%D1%80%D0%B8	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q430.md	Динозаври	2895266fd60f74b870bfa4cf93534fb21320cc78cc867e0ca1d2f33dd34315d2	6958	l	receiver	excerpt-081.txt	excerpt-064.txt	head	2	1-2	0.3525	remainder	6	3634
kyiv-ukrainian	excerpt-082.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%94%D0%B8%D0%BD%D0%BE%D0%B7%D0%B0%D0%B2%D1%80%D0%B8	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q430.md	Динозаври	6078b22ca23a3b835b97df3d425e1edee61c0086930cb3743515c483264fd121	5874	l	receiver	excerpt-082.txt	excerpt-070.txt	head	1	1-1	0.3281	receiver	7	3097
kyiv-ukrainian	excerpt-083.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q318.md	Галактика	f207acf8bc03cb8c6d63d1d90e8401d2415ee3a7c8d3715fac3cc7f1a7e49995	4679	l	receiver	excerpt-083.txt	excerpt-036.txt	tail	1	4-4	0.4223	remainder	6	2443
kyiv-ukrainian	excerpt-084.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q318.md	Галактика	3aff1c563fed8a34e8a4a38242d0970f3a63c8c39a0f54e466916eaa78cd2ea9	3839	m	keep	excerpt-084.txt							4	2001
kyiv-ukrainian	excerpt-085.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B3%D0%BD%D1%96%D1%82%D0%B8%D0%B2%D0%BD%D0%B0_%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q23373.md	Когнітивна психологія	e2b844d486e7d1fceb2f9f8d77993415dae3d2adcc05a526e0ab12982024aa28	842	s	donor	excerpt-085.txt		head	1	1-1	0.2709		1	442
kyiv-ukrainian	excerpt-086.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B3%D0%BD%D1%96%D1%82%D0%B8%D0%B2%D0%BD%D0%B0_%D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q23373.md	Когнітивна психологія	e47dd2f9e4d3c63c7f766d08a21d47dc9bce754a995bc24476a8ba95449360d1	212	s	donor	excerpt-086.txt		tail	1	3-3	0.0728		1	112
kyiv-ukrainian	excerpt-087.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A7%D0%BB%D0%B5%D0%BD%D0%B8%D1%81%D1%82%D0%BE%D0%BD%D0%BE%D0%B3%D1%96	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1360.md	Членистоногі	6d8d3ae83a01b265b66d8d410807739922238b153505c5617c7e4eb64acfb4f3	6241	l	receiver	excerpt-087.txt	excerpt-062.txt	head	1	1-1	0.3051	receiver	6	3270
kyiv-ukrainian	excerpt-088.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A7%D0%BB%D0%B5%D0%BD%D0%B8%D1%81%D1%82%D0%BE%D0%BD%D0%BE%D0%B3%D1%96	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1360.md	Членистоногі	1d465cd39f0f0304a26238791647b7e477f1b1186d134d526e198bec00b5cbbc	3094	m	keep	excerpt-088.txt							3	1632
kyiv-ukrainian	excerpt-089.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%B8%D0%B2%D1%96%D0%B7%D0%BC	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q207103.md	Конструктивізм	525f101741f9f1cd4a7026dfa489787f31bac029e5dec7749301faa5f006e641	5730	l	receiver	excerpt-089.txt	excerpt-019.txt	head	1	1-1	0.2481	remainder	8	2944
kyiv-ukrainian	excerpt-090.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%B8%D0%B2%D1%96%D0%B7%D0%BC	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q207103.md	Конструктивізм	c57a2fa8b7c5fb0cd8c7bfefc1ce61d8c7414c334379ab118647043ee238079f	1080	s	donor	excerpt-090.txt		tail	1	4-4	0.3620		1	567
kyiv-ukrainian	excerpt-091.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A2%D0%B8%D1%85%D0%B8%D0%B9_%D0%BE%D0%BA%D0%B5%D0%B0%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q98.md	Тихий океан	51492b7b952165db7c77f9eb663bf1543241833bf1827634cf03e807ec789fb3	3613	m	keep	excerpt-091.txt							3	1789
kyiv-ukrainian	excerpt-092.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A2%D0%B8%D1%85%D0%B8%D0%B9_%D0%BE%D0%BA%D0%B5%D0%B0%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q98.md	Тихий океан	9dc5927f9198fea7c1f9af6d5d6bacd940fc98c37f897fa5594446e2d9afaeeb	3854	m	keep	excerpt-092.txt							3	2044
kyiv-ukrainian	excerpt-093.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9C%D1%96%D1%81%D1%82	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12280.md	Міст	209355d007823cbded4dcfbc5bbc57bbb41f7f64674f20d70ad8c78afd635be2	5566	l	receiver	excerpt-093.txt	excerpt-061.txt	head	1	1-1	0.2271	remainder	8	2916
kyiv-ukrainian	excerpt-094.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9C%D1%96%D1%81%D1%82	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12280.md	Міст	a2efb25356726ab14727388abbbd801a2cd57910fba7bca1b9b945fb33ff94ca	2956	m	keep	excerpt-094.txt							5	1548
kyiv-ukrainian	excerpt-095.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9C%D0%B8%D1%81%D1%82%D0%B5%D1%86%D1%82%D0%B2%D0%BE_%D0%B2%D1%96%D0%B9%D0%BD%D0%B8	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8251.md	Мистецтво війни	6bf30f8ac9cd9b7802bacf5f2146ddfe38dacedca2ae91b782352316f16085c7	3279	m	keep	excerpt-095.txt							5	1732
kyiv-ukrainian	excerpt-096.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9C%D0%B8%D1%81%D1%82%D0%B5%D1%86%D1%82%D0%B2%D0%BE_%D0%B2%D1%96%D0%B9%D0%BD%D0%B8	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8251.md	Мистецтво війни	6ef1d16d55f5f9da08e2950551c0d5c491e8395fa67ad67594d6a482155dded8	5639	l	receiver	excerpt-096.txt	excerpt-017.txt	tail	1	8-8	0.2015	receiver	18	2903
kyiv-ukrainian	excerpt-097.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9_%D0%9B%D0%B5%D0%B2_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7243.md	Толстой Лев Миколайович	9f2110d4c6f69e8390f20c2ac0d3eebdaa7389d2fb31e408927f7aca680c1152	1030	s	donor	excerpt-097.txt		head	1	1-1	0.2278		1	512
kyiv-ukrainian	excerpt-098.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9_%D0%9B%D0%B5%D0%B2_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7243.md	Толстой Лев Миколайович	84d68c1b16d412a902ab7901abd88ac76351c884917a19612002385687a319eb	1396	s	donor	excerpt-098.txt		head	1	1-1	0.4390		1	742
kyiv-ukrainian	excerpt-099.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%D1%80%D0%B0%D0%B7%D0%BE%D1%82%D0%B2%D0%BE%D1%80%D1%87%D0%B5_%D0%BC%D0%B8%D1%81%D1%82%D0%B5%D1%86%D1%82%D0%B2%D0%BE	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q36649.md	Образотворче мистецтво	e3fa1415489996e2bf38a2d50ffe459279fd0d637e43606420bd8cffdf780969	4980	l	receiver	excerpt-099.txt	excerpt-014.txt	tail	1	2-2	0.3551	receiver	6	2618
kyiv-ukrainian	excerpt-100.txt	compile	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%D1%80%D0%B0%D0%B7%D0%BE%D1%82%D0%B2%D0%BE%D1%80%D1%87%D0%B5_%D0%BC%D0%B8%D1%81%D1%82%D0%B5%D1%86%D1%82%D0%B2%D0%BE	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q36649.md	Образотворче мистецтво	bc21f9d3196bdf27f0fe9976ebbb1c7cfe312f9182272479a891a88a0dba7290	3264	m	keep	excerpt-100.txt							12	1712
kyiv-ukrainian	excerpt-101.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%94%D0%B6%D0%B5%D0%B9%D0%BC%D1%81_%D0%9A%D0%BB%D0%B5%D1%80%D0%BA_%D0%9C%D0%B0%D0%BA%D1%81%D0%B2%D0%B5%D0%BB%D0%BB	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9095.md	Джеймс Клерк Максвелл	8b9dae7e40601bc4114da813c8e9bcdcb40dd49d68b5ec2da5b413c28fd5884c	1259	s	donor	excerpt-101.txt		head	2	1-2	0.2858		2	664
kyiv-ukrainian	excerpt-102.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%94%D0%B6%D0%B5%D0%B9%D0%BC%D1%81_%D0%9A%D0%BB%D0%B5%D1%80%D0%BA_%D0%9C%D0%B0%D0%BA%D1%81%D0%B2%D0%B5%D0%BB%D0%BB	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9095.md	Джеймс Клерк Максвелл	e5e0824a18086e73981d5a98b96a31512e15aa8a2a227b7d2f9409edf9a2b325	3345	m	keep	excerpt-102.txt							2	1777
kyiv-ukrainian	excerpt-103.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%95%D0%B4%D1%96%D0%BF%D1%96%D0%B2_%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q131246.md	Едіпів комплекс	b794f35fcbf155e85db6cc10f2c9e6de742f16d365429790b2f3a17ef7f53f0d	3609	m	keep	excerpt-103.txt							2	1907
kyiv-ukrainian	excerpt-104.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%95%D0%B4%D1%96%D0%BF%D1%96%D0%B2_%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q131246.md	Едіпів комплекс	747c25dcb92c0650b44632bc35fc817323b9c2050fe33fa193c173985c268d33	2874	m	keep	excerpt-104.txt							5	1530
kyiv-ukrainian	excerpt-105.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%82%D1%96%D0%BD_%D0%93%D0%B0%D0%B9%D0%B4%D0%B5%D2%91%D2%91%D0%B5%D1%80	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q48301.md	Мартін Гайдеґґер	2bad0141bc9450dd7b8243b88fe45f8ba51f8e268979647ed7da4ff885c5674d	1516	s	donor	excerpt-105.txt		tail	1	4-4	0.4285		1	797
kyiv-ukrainian	excerpt-106.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%82%D1%96%D0%BD_%D0%93%D0%B0%D0%B9%D0%B4%D0%B5%D2%91%D2%91%D0%B5%D1%80	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q48301.md	Мартін Гайдеґґер	cd42d55101fe2ff164b510eecd0c1e9803d02860bbef1911378f93eeef85ca17	893	s	donor	excerpt-106.txt		head	1	1-1	0.2658		1	468
kyiv-ukrainian	excerpt-107.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A4%D1%96%D0%BA%D1%88%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8253.md	Фікшн	e3f5ea1dabc1e9fdae732a82673f2d663ca168379c6fa39e5c07c0e3a5d00126	2864	m	keep	excerpt-107.txt							4	1537
kyiv-ukrainian	excerpt-108.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A4%D1%96%D0%BA%D1%88%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8253.md	Фікшн	e20c4802cd61232d00e5b706137839fe3e6596ca04d3dca196b3b55056886b36	3346	m	keep	excerpt-108.txt							3	1772
kyiv-ukrainian	excerpt-109.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A1%D0%BA%D0%BB%D0%B0%D0%B4_(%D0%BC%D0%BE%D0%B2%D0%BE%D0%B7%D0%BD%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D0%BE)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8188.md	Склад (мовознавство)	ef774354c9aa7bbb78e19d8d62d9ad49f4310203a44cebb34d7cc256b7e8c94b	7464	l	receiver	excerpt-109.txt	excerpt-132.txt	tail	1	6-6	0.2068	remainder	9	3891
kyiv-ukrainian	excerpt-110.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A1%D0%BA%D0%BB%D0%B0%D0%B4_(%D0%BC%D0%BE%D0%B2%D0%BE%D0%B7%D0%BD%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D0%BE)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8188.md	Склад (мовознавство)	052031eabde1baa30263fefbad7e87668fe8c7fc03e34b6f781717f1536f5729	5592	l	receiver	excerpt-110.txt	excerpt-142.txt	head	2	1-2	0.3903	remainder	10	2950
kyiv-ukrainian	excerpt-111.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%92%D1%96%D0%BD%D1%81%D0%B5%D0%BD%D1%82_%D0%B2%D0%B0%D0%BD_%D0%93%D0%BE%D0%B3	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5582.md	Вінсент ван Гог	9c26f3cd4a54ae3469a0b3e0b3422becc8bde4257a11febae5abfb6d69082f92	3448	m	keep	excerpt-111.txt							2	1803
kyiv-ukrainian	excerpt-112.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%92%D1%96%D0%BD%D1%81%D0%B5%D0%BD%D1%82_%D0%B2%D0%B0%D0%BD_%D0%93%D0%BE%D0%B3	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5582.md	Вінсент ван Гог	4ec42a9d12f79d86fa5a5acee9115aa484c020b3cc08e5fc033f70552992ff0d	3569	m	keep	excerpt-112.txt							2	1875
kyiv-ukrainian	excerpt-113.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%BA	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8492.md	Сік	bcac7e1dfe35b3f016f6ed498d2de06c83234102d55662c0fbb0f991b57569f9	1149	s	donor	excerpt-113.txt		head	2	1-2	0.3648		2	599
kyiv-ukrainian	excerpt-114.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%BA	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8492.md	Сік	bf368b2e1146d092313f736c0b630dda0f16184fdffb02a39722b58beb61bac2	785	s	donor	excerpt-114.txt		tail	1	7-7	0.2205		1	417
kyiv-ukrainian	excerpt-115.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%BD%D0%B3%D0%B0%D0%BF%D1%83%D1%80	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q334.md	Сінгапур	1473e32c4eb170d825a985818eb2cdbb8be08f1d3a9bd8ffae84285be43e4cbf	5686	l	receiver	excerpt-115.txt	excerpt-150.txt	tail	3	6-8	0.2843	receiver	8	2952
kyiv-ukrainian	excerpt-116.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%BD%D0%B3%D0%B0%D0%BF%D1%83%D1%80	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q334.md	Сінгапур	c9b7fd5c8223127d7f19ca11cd416cc453f01321ce6e40491f4da72b7a9524f9	2998	m	keep	excerpt-116.txt							4	1555
kyiv-ukrainian	excerpt-117.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86_%D0%9F%D0%B5%D1%82%D0%B5%D1%80_%D0%A8%D1%83%D0%B1%D0%B5%D1%80%D1%82	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7312.md	Франц Петер Шуберт	043a6007833e1a63d02d5b9ad3556f8f5a8a4dc11d37060e20ef02a58194f2c6	3583	m	keep	excerpt-117.txt							5	1854
kyiv-ukrainian	excerpt-118.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86_%D0%9F%D0%B5%D1%82%D0%B5%D1%80_%D0%A8%D1%83%D0%B1%D0%B5%D1%80%D1%82	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7312.md	Франц Петер Шуберт	fddbe0d18eae8e3e941b72297898e8dc869985ddf2cee31843195442cae4c077	3813	m	keep	excerpt-118.txt							4	2015
kyiv-ukrainian	excerpt-119.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%99%D0%BE%D0%B3%D0%B0%D0%BD%D0%BD%D0%B5%D1%81_%D0%91%D1%80%D0%B0%D0%BC%D1%81	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7294.md	Йоганнес Брамс	8460c981a0629365ab1504a6c9d0566d39f380e6e29c2180e1838793ad53cee5	1106	s	donor	excerpt-119.txt		head	2	1-2	0.3411		2	582
kyiv-ukrainian	excerpt-120.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%99%D0%BE%D0%B3%D0%B0%D0%BD%D0%BD%D0%B5%D1%81_%D0%91%D1%80%D0%B0%D0%BC%D1%81	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7294.md	Йоганнес Брамс	a506a68dd9c5d0639022e3863f208ce0861e1eb1d7b42f6f45876a4cfed877c6	5989	l	receiver	excerpt-120.txt	excerpt-124.txt	head	2	1-2	0.4218	receiver	9	3088
kyiv-ukrainian	excerpt-121.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A7%D0%B8%D1%81%D0%BB%D0%BE	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11563.md	Число	93d655e5906a4ef517c1339db54db725c58b64fe791ef89638778716dbb19bc4	3364	m	keep	excerpt-121.txt							4	1761
kyiv-ukrainian	excerpt-122.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A7%D0%B8%D1%81%D0%BB%D0%BE	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11563.md	Число	def182f6bf977ab11728d205b5218570fe25821f50e6c8e11901d66cdb9b987f	1058	s	donor	excerpt-122.txt		tail	3	8-10	0.3571		3	551
kyiv-ukrainian	excerpt-123.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q212.md	Україна	aaa4ccdfcdc6cc56e1a92d6884c8ba718ed180e9a2cbcee4c38affbcc62a03d9	3839	m	keep	excerpt-123.txt							4	2004
kyiv-ukrainian	excerpt-124.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q212.md	Україна	5fa21be035399513c0259c27fed28b0b350f6ea14f11e1e774f0ac7a10b1ecce	1388	s	donor	excerpt-124.txt		head	2	1-2	0.4218		2	693
kyiv-ukrainian	excerpt-125.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9C%D1%83%D0%B7%D0%B8%D1%87%D0%BD%D0%B8%D0%B9_%D1%96%D0%BD%D1%82%D0%B5%D1%80%D0%B2%D0%B0%D0%BB	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q189962.md	Музичний інтервал	a5f34d42c32a15bdb0fb8b3ec45fa2d3ecd1419cc38df5c160f1db7e94f93f74	5694	l	receiver	excerpt-125.txt	excerpt-113.txt	head	2	1-2	0.3648	receiver	11	2930
kyiv-ukrainian	excerpt-126.txt	exam	FineWiki (Wikipedia)	https://uk.wikipedia.org/wiki/%D0%9C%D1%83%D0%B7%D0%B8%D0%BA%D0%BE%D0%B7%D0%BD%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D0%BE	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q164204.md	Музикознавство	936bfbcb49379079c402e4e3a8a8030644be122d7eb16af9fbb21745bec0136b	3150	m	keep	excerpt-126.txt							5	1653
